,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,lift,drag,d(lift)_d(x_0),d(lift)_d(x_1),d(lift)_d(x_2),d(lift)_d(x_3),d(lift)_d(x_4),d(lift)_d(x_5),d(lift)_d(x_6),d(lift)_d(x_7),d(lift)_d(x_8),d(lift)_d(x_9),d(lift)_d(x_10),d(lift)_d(x_11),d(lift)_d(x_12),d(lift)_d(x_13),d(lift)_d(x_14),d(lift)_d(x_15),d(lift)_d(x_16),d(lift)_d(x_17),d(lift)_d(x_18),d(lift)_d(x_19),d(lift)_d(x_20),d(lift)_d(x_21),d(lift)_d(x_22),d(lift)_d(x_23),d(lift)_d(x_24),d(lift)_d(x_25),d(lift)_d(x_26),d(lift)_d(x_27),d(lift)_d(x_28),d(lift)_d(x_29),d(lift)_d(x_30),d(lift)_d(x_31),d(lift)_d(x_32),d(lift)_d(x_33),d(lift)_d(x_34),d(lift)_d(x_35),d(lift)_d(x_36),d(lift)_d(x_37),d(lift)_d(x_38),d(lift)_d(x_39),d(lift)_d(x_40),d(lift)_d(x_41),d(lift)_d(x_42),d(lift)_d(x_43),d(lift)_d(x_44),d(lift)_d(x_45),d(lift)_d(x_46),d(lift)_d(x_47),d(lift)_d(x_48),d(lift)_d(x_49),d(drag)_d(x_0),d(drag)_d(x_1),d(drag)_d(x_2),d(drag)_d(x_3),d(drag)_d(x_4),d(drag)_d(x_5),d(drag)_d(x_6),d(drag)_d(x_7),d(drag)_d(x_8),d(drag)_d(x_9),d(drag)_d(x_10),d(drag)_d(x_11),d(drag)_d(x_12),d(drag)_d(x_13),d(drag)_d(x_14),d(drag)_d(x_15),d(drag)_d(x_16),d(drag)_d(x_17),d(drag)_d(x_18),d(drag)_d(x_19),d(drag)_d(x_20),d(drag)_d(x_21),d(drag)_d(x_22),d(drag)_d(x_23),d(drag)_d(x_24),d(drag)_d(x_25),d(drag)_d(x_26),d(drag)_d(x_27),d(drag)_d(x_28),d(drag)_d(x_29),d(drag)_d(x_30),d(drag)_d(x_31),d(drag)_d(x_32),d(drag)_d(x_33),d(drag)_d(x_34),d(drag)_d(x_35),d(drag)_d(x_36),d(drag)_d(x_37),d(drag)_d(x_38),d(drag)_d(x_39),d(drag)_d(x_40),d(drag)_d(x_41),d(drag)_d(x_42),d(drag)_d(x_43),d(drag)_d(x_44),d(drag)_d(x_45),d(drag)_d(x_46),d(drag)_d(x_47),d(drag)_d(x_48),d(drag)_d(x_49)
1.0,0.9193724464730744,-0.4796244161646512,0.28602559023377244,0.1668311869252588,0.3339432968920292,0.05701831701333121,-0.11942403226966353,-0.1297348141561912,0.5249223611343463,0.6235673017532117,-0.9574536980717088,-0.34714848395514303,0.8764462962924525,-0.8255475374040665,-0.5674266012916344,-0.2013190701364706,-0.6276257274056035,0.35314435058456384,0.8192087713899326,-0.253819917862039,-0.8163313524437246,-0.3139386486615208,0.7490218795483684,-0.5489170953349816,-0.4032074387807235,0.8897960573660041,-0.4824447595884571,0.022824264645878032,0.9138328021049216,-0.11456930763449072,0.9405617404204648,-0.9967159785619834,0.6634833240038993,-0.9930084131632048,0.7885679756802824,0.28790241661981497,0.01479890254164104,0.6217670177193012,-0.6696262993669932,0.7708985284927207,-0.6554735350096524,0.8470138819625581,-0.15278688372680646,-0.7088681812874011,-0.9296330751889342,0.43261552630052,0.5894414252699256,-0.07958460925740901,0.5205332827075402,0.14129235710156382,0.3144093894,0.021003632999999997,-0.01057375,0.0078914,0.01924115,0.02908525,0.0352093,-0.001159925,0.01052655,0.017695449999999998,0.0245451,0.02760785,0.0058371000000000004,0.01153995,0.01474185,0.01946255,0.0211161,0.00824885,0.010512200000000001,0.0113629,0.01451345,0.01527235,0.00600475,0.006849900000000001,0.00696825,0.00854595,0.008579,-0.027101,0.00963765,0.0239873,0.03379185,0.03927614999999999,-0.0069657,0.01471735,0.0221269,0.027812299999999998,0.0296705,0.007414149999999999,0.0161494,0.0178146,0.0214906,0.0220425,0.011277299999999999,0.013663999999999999,0.01359675,0.0163043,0.01588515,0.0070172,0.0082323,0.0089811,0.01039895,0.009281,0.002916155,0.000777475,0.00102142,0.00197105,0.00224178,0.00173422,0.0007685400000000001,0.001038285,0.00142323,0.001433835,0.000408569,0.00075616,0.0008914649999999998,0.00079427,0.000787015,-0.000130648,0.000765165,0.00061748,0.0002965205,0.0003863615,-3.0356250000000006e-05,0.00054802,0.0002905085,7.66955e-05,0.0001948245,0.0036767149999999992,-0.00088706,0.00150727,0.0040525150000000005,0.003454505,0.00167817,0.00038127399999999986,0.0024779,0.00295978,0.001830295,0.00016544000000000002,0.001683635,0.00234124,0.00126265,0.00052569,0.0001694675,0.002407355,0.00146519,-0.0001292875,-0.00015518999999999998,0.000679055,0.00181554,0.000500115,-0.0004683645,-0.000157
2.0,-0.2539886446879317,0.8925544283637445,0.1410640164427404,-0.8546987018505945,-0.467461139597769,0.1936331909585216,0.7853954124647343,0.3935341949188237,-0.8959130095918553,0.5850403093985843,0.466492422018868,0.2720307592405518,0.9710896448151978,-0.49233715912570797,0.3624596507246289,-0.1531504534195809,0.02724106341723445,-0.6382154676236561,0.8076263105818292,-0.07906169550551914,0.7845433338404527,-0.12985061033694928,-0.3548501428133384,0.25388196561432963,-0.07232525409684497,-0.2952517781005352,0.6687058273872868,-0.2772725140733843,0.4392907369873384,0.8229417909894272,-0.03652459135393319,0.9266307327280244,-0.8918475240509481,0.9504557894764148,0.5391206251764821,-0.22367507120273564,0.10146238209046783,-0.3885949120495969,0.5385187317663743,-0.8500804474898056,-0.13576026010425568,0.22009262233289847,0.4851379412483555,-0.2949836875154303,-0.04720752558544802,0.3028461813105293,0.7247662126635703,0.6016136945872521,-0.38914158854058795,-0.5968141653102073,0.3656352184,0.019988591899999998,0.004067355,0.007730499999999999,0.017372850000000002,0.0324367,0.0418354,0.005192250000000001,0.0099055,0.017444400000000002,0.0277279,0.03178445,0.00737485,0.0110284,0.015475200000000001,0.021956599999999996,0.0233584,0.008232399999999999,0.0104586,0.01254435,0.01615945,0.01613875,0.00540165,0.00714085,0.0081761,0.0094666,0.0086932,0.003747475,0.0120193,0.02298885,0.0352244,0.0439715,0.008078749999999999,0.0156056,0.02075415,0.028434,0.032702800000000004,0.0126397,0.01579865,0.0167763,0.022175599999999997,0.02385685,0.01288845,0.01341705,0.01349225,0.01700915,0.01665485,0.00712725,0.008573899999999999,0.00960425,0.01078435,0.0092385,0.0004346885,0.0007448050000000001,0.0016871649999999998,0.002443715,0.00257095,-0.00012581649999999998,0.00083228,0.001508855,0.00171544,0.0017061900000000007,2.18946e-05,0.00098944,0.001030705,0.00092605,0.001031075,0.000754275,0.00108583,0.000452251,0.000318391,0.000598735,0.0010266,0.0008064699999999999,8.0028e-05,7.674300000000001e-05,0.000334376,-0.001415955,0.0008351400000000001,0.004712285,0.00575365,0.00386114,-0.00098055,0.00268592,0.00453901,0.003477325,0.001867855,0.0007459000000000001,0.003632525,0.00299111,0.00119332,0.0005422350000000001,0.0027113700000000003,0.003543895,0.001130605,-0.00033087,-4.9610550000000006e-05,0.00287472,0.002298045,1.072895e-06,-0.00059808,-4.9488699999999986e-05
3.0,-0.8813176146710184,0.480205097546405,0.8137054588207737,-0.8796077734571107,-0.8659566782142081,0.6141723951091294,0.2951564877035471,0.8502590315433951,0.5861247322651245,0.86665352221184,0.4744773167405897,0.5305656023288915,-0.8409502236406816,0.6855288191390957,-0.4010958599752555,-0.07013779363420805,-0.9969311366989853,-0.8344530363366023,-0.22818721589885815,0.4300271887776256,0.5722429202815535,0.6806096079865196,-0.31972939452568905,0.677675709616645,-0.4251353311122661,-0.6001944029078146,0.6444749279412376,0.49914629649058,0.5655138775483256,-0.3727057321266735,-0.5977155492551984,0.3159481217739753,0.8067115458033056,-0.6304561972420288,-0.7957757178967806,0.4655536965678729,-0.577770118540204,0.16267698801026187,0.8085360288505348,-0.02724265203188844,0.061172226532698874,0.10618414684235772,-0.31218239209597365,-0.34653855756195034,0.4651819000258306,0.15949339855081662,0.01663761098404409,-0.5702090552916299,0.7409191756879492,0.9473660897134456,0.307868635,0.024028585800000002,0.00401737,0.00762285,0.01496265,0.028919,0.0404132,0.004916745,0.00958855,0.01619545,0.02616595,0.031570150000000005,0.00497333,0.01028955,0.01561515,0.0216983,0.02325635,0.004646065,0.0095464,0.01324885,0.01634205,0.01603225,0.0034026099999999995,0.006455800000000001,0.0081175,0.00925425,0.00864705,0.0061929,0.012925700000000002,0.01890325,0.03086795,0.040536199999999994,0.00719025,0.0139783,0.0180168,0.026617800000000004,0.03119985,0.0067589,0.013232450000000002,0.016343899999999998,0.02177935,0.02317395,0.005132599999999999,0.01130245,0.014191100000000003,0.01685945,0.016454299999999998,0.002937845,0.0074448000000000005,0.009348899999999999,0.0101082,0.0093146,0.00044772599999999996,0.0008673099999999999,0.00130484,0.00142523,0.0016154849999999998,0.000765785,0.00100154,0.00108308,0.00105579,0.001227325,0.001733065,0.0011731200000000002,0.000596555,0.00066053,0.000956575,0.002655745,0.001158765,4.918335e-05,0.0003659765,0.000783955,0.00216106,0.00069065,-0.0002147755,0.0001850075,0.0005076449999999999,-0.00074716,0.002923725,0.006261849999999999,0.004162115,0.001230595,0.001031845,0.003832945,0.00460235,0.002109635,0.00043987199999999995,0.003602645,0.00350014,0.002069525,0.000573755,0.00025305099999999996,0.0052951,0.00239859,-0.000148002,-0.000230056,0.0003917165,0.004073625,0.001011365,-0.000925625,-0.00028880599999999996,0.00041970649999999984
4.0,-0.5992120221460404,-0.04809429212790275,0.9331549636841528,-0.751388012423313,-0.9833004285884492,0.7484540292195897,-0.016731575845545518,0.7096412199384647,0.932646736187856,0.7385264169689255,-0.3779108381951175,0.43085323943329257,-0.5875533574670849,0.6427658629114783,-0.5010890069349863,0.23762333778378744,-0.32376903931505324,-0.17652047463628628,-0.8121403821929138,0.8642684941300005,0.4550713761289696,-0.4646239560606983,0.048307969123365664,0.3584828084461872,-0.11029504889924173,0.8086027645123708,0.5408988769141421,0.16789280941266718,-0.0898069004570537,-0.6109068670065052,-0.15411357501735307,-0.2348864405435551,-0.32817675948839115,0.9698557141458286,0.5068775746056252,0.5775652116586578,0.17559404782232502,-0.6234575534269713,0.07296024030433322,-0.0725342680360984,0.38595576577149904,-0.8267521231022192,-0.334504891534123,-0.20169887975256007,0.5135008531298739,-0.2308869923923963,0.8759902895355293,-0.2756739195569557,-0.8621420664207685,0.7655837812990425,0.2879340881,0.0200250704,0.002796945,0.007815800000000001,0.015143300000000004,0.02718635,0.03762575,0.003876985,0.00992935,0.01644895,0.02487285,0.02976085,0.0049260400000000005,0.010689200000000001,0.01585775,0.0208729,0.02229285,0.005061899999999999,0.00977425,0.01324555,0.01577615,0.01551255,0.003738355,0.006427049999999999,0.007883999999999999,0.00886265,0.00831605,0.003635605,0.01698625,0.02434775,0.03147395,0.03717539999999999,0.00622565,0.017882299999999997,0.0223101,0.026106200000000003,0.0283554,0.00674115,0.016308700000000002,0.0196137,0.02087285,0.0210246,0.0054868,0.0130236,0.01571035,0.015716,0.014877600000000001,0.003632735,0.00796625,0.0093116,0.00913,0.008334399999999999,0.00174119,0.000992495,0.00058477,0.00097118,0.001531625,0.00308758,0.00134732,0.0002947435,0.00075125,0.00132665,0.00409413,0.00154992,-6.47955e-05,0.0004195370000000001,0.000997155,0.00395216,0.001360305,-0.00037522,9.2814e-05,0.000612075,0.00240419,0.000725105,-0.000403441,-6.56425e-05,0.000248726,0.002812215,0.0022153800000000003,0.00129282,0.00086846,0.001115125,0.00616835,0.00223673,-0.0004033339999999999,-4.0489699999999986e-05,0.00092067,0.0080888,0.00201286,-0.001637175,-0.0006519,0.000689435,0.00761335,0.00156319,-0.002109895,-0.00092733,0.00041174349999999996,0.004633615000000001,0.0008238799999999999,-0.001546005,-0.000691285,0.00016371649999999998
5.0,0.9552706096619568,0.0636715538047894,0.22378972013728848,-0.5177661982382052,-0.6679641834118626,0.9537291175237892,0.11730897743486747,0.7479162157985664,-0.9090899452808984,0.4928805733171989,-0.049295392208894284,-0.3029222152988034,-0.4520042018865134,-0.7735881525830611,0.0868863634096577,-0.7110659277362384,0.20891181525517016,0.3912248276238464,0.7063952524279307,0.4603006641072299,0.3171061011575785,-0.4789016520210121,-0.18082967122576615,0.5279637287166707,-0.15802711889933746,-0.5564346447625796,0.1968164427076816,0.8625333495536265,0.9762985339091168,0.2961834827725099,-0.6360586367422703,-0.3369497624030875,0.06531145520981732,0.7806127362526001,-0.1028983423605677,-0.7103834055814953,-0.5182919253090088,-0.9743995069864384,-0.20973744193830648,-0.9259564278407081,-0.372352240179658,-0.7206016501788746,0.9571992298679208,-0.8938781873375762,0.9422601585021936,-0.377828253880958,0.9170365496236232,0.8190834440923087,0.6425807232095324,0.3640785226298493,0.29983444600000003,0.0185466161,0.00363595,0.0074138999999999984,0.016788499999999998,0.03193345,0.0421126,0.004553100000000001,0.009397200000000001,0.017497699999999998,0.02804755,0.03250795,0.005544149999999999,0.01032045,0.0159556,0.02255705,0.02404835,0.00596975,0.0096534,0.01272285,0.0165065,0.016636900000000003,0.004389495,0.006292100000000001,0.00747315,0.0093154,0.009064000000000001,0.00316927,0.0091958,0.018300099999999996,0.0310032,0.042159300000000004,0.004728335,0.0116396,0.0186484,0.02745345,0.0330617,0.006178100000000001,0.01240885,0.016788099999999997,0.022616999999999998,0.02510155,0.00661205,0.01103935,0.0133845,0.01727285,0.0179572,0.00456361,0.0067596999999999996,0.008152,0.0105601,0.01033955,-0.001496875,-9.649700000000001e-05,0.001447345,0.002209735,0.0020614400000000003,-0.00124496,6.011350000000001e-05,0.001453065,0.001740195,0.00132504,-0.00070498,0.00035162800000000004,0.001366535,0.00128551,0.0008319150000000001,-0.00018859849999999998,0.000594805,0.001164445,0.000918605,0.0006012950000000001,7.86395e-05,0.0005195800000000001,0.00071834,0.0005549400000000001,0.000441767,-0.003092375,-0.0003558145,0.00519895,0.00681205,0.003631405,-0.00254725,0.000858765,0.0054801,0.00522945,0.00201433,-0.00149883,0.0017509449999999998,0.0048861650000000005,0.00358376,0.00097227,-0.00050362,0.00208708,0.003712695,0.002147195,0.0004748075,0.0001037155,0.001547475,0.00200242,0.00100827,0.0003432625
6.0,-0.7820970732255359,-0.16713312478681158,0.958222570207708,0.3500349335609834,0.527801871282473,0.24422098148142404,0.4102333723018856,0.4261456346375864,-0.5419859923222614,0.7230684494291599,-0.8395165999707056,-0.915468288740246,-0.4394433968590745,0.7453604744828779,-0.4190642204159404,0.8347316830291605,0.5346073542186852,0.7787270910575737,-0.9704859661737592,0.8944947431046402,-0.8112906896045824,0.4075243115896315,-0.3088588767491557,0.4892849419193655,-0.8424600222792127,-0.5475987140885406,0.3611072060019308,-0.20152496476140916,-0.5494874756010552,0.10096676921396597,0.00109123443636977,-0.7561777465510648,0.8661156744825447,0.3781280989716496,0.7409814076792995,-0.20066014357262696,0.5867624674146726,0.5490601427994161,-0.9268375136838736,-0.5729719466635417,-0.1255124144528659,0.964741272933178,-0.5497645892448674,-0.7921964616300732,-0.5646636459979449,-0.6314850379913785,0.055824153847994905,-0.4925219471963033,-0.8035728491184813,-0.5902671117003937,0.3131257167,0.0214389015,0.00641455,0.00939045,0.01647425,0.02842765,0.03727579999999999,0.00677005,0.01062905,0.01624835,0.02455965,0.0286857,0.0073814000000000015,0.0109455,0.01449175,0.02000525,0.0217686,0.0077316,0.01075455,0.01258995,0.01559705,0.0157581,0.006278499999999999,0.01008665,0.01125855,0.01114645,0.009321600000000001,0.003575935,0.0088324,0.02076855,0.035553600000000005,0.0442245,0.006708550000000001,0.013446600000000001,0.02075545,0.029326299999999996,0.032411,0.00988275,0.0146921,0.0176149,0.02267535,0.0232233,0.0107084,0.01366755,0.01453095,0.016953299999999998,0.0159089,0.00759595,0.01132585,0.0119493,0.01128965,0.0089105,0.00094324,0.00102179,0.00158528,0.0020039000000000003,0.0021561,0.00038779900000000003,0.001089765,0.00145834,0.00131227,0.00128475,3.773825e-06,0.00111541,0.001052525,0.000549605,0.000555095,0.00017810799999999998,0.001137255,0.000572115,-1.56339e-06,9.332149999999999e-05,0.00057192,0.00109359,0.000466906,1.28042e-05,3.63462e-06,-0.000973165,0.0015678149999999993,0.0051903,0.00504985,0.002927125,-0.00061684,0.0034505800000000004,0.00510015,0.002848845,0.00105582,0.00029236750000000004,0.004329990000000001,0.003592075,0.00064003,-0.00019023349999999997,0.001476265,0.003979839999999999,0.001579115,-0.000797835,-0.0006862,0.001894475,0.002632995,0.0004063635,-0.00080269,-0.00045697
7.0,-0.7908959212340441,-0.08114226217137642,0.4631042486152823,0.5504465365994846,0.9654670926294644,0.10281870058530236,-0.8191297859948505,-0.5684973928766058,-0.5269985824614721,-0.37576459312386346,0.8074149185154447,0.8268606848714986,0.3079454255598798,0.2167641307616171,0.4148052669694285,-0.16268554844245012,0.9406097794984036,0.9779051176625256,-0.04978853573538778,0.6621250040745358,-0.14261732418301962,0.2973846282319803,-0.5142724183196541,-0.8526743385463603,-0.7373004998628868,-0.1263366785283436,-0.3615553646969025,-0.6477950091533193,0.7828187268028952,0.3504860953345654,-0.9302736270649029,-0.483123357557437,-0.7221239077389228,-0.8496366656641384,-0.16244106841737133,-0.4145642906031216,0.6288823269856783,-0.6279247902082641,0.3045483771992344,0.8367979629259692,0.9703796828939812,0.3644322380231133,0.9617813160418441,-0.32929985263196226,-0.3954300453640942,0.7039849466100828,0.3622249838367553,0.06249978474425835,0.4614399015992446,0.35936342219145995,0.37760913479999997,0.0203677773,0.005684750000000001,0.00964405,0.01809065,0.0300733,0.03702335,0.0052407,0.0103066,0.01773435,0.02723155,0.03213625,0.0060481,0.01059435,0.01558895,0.0219555,0.02413325,0.007195,0.0100417,0.01244735,0.016155549999999998,0.016596549999999998,0.0053170000000000005,0.00699235,0.00776045,0.009164499999999999,0.008859899999999999,0.001367175,0.004499075,0.0179239,0.03653529999999999,0.04414834999999999,0.002890715,0.010497399999999999,0.022300800000000003,0.034611199999999995,0.03900295,0.007307249999999999,0.0145859,0.02079365,0.026985150000000003,0.02796885,0.01057865,0.01463045,0.016504849999999998,0.019112099999999996,0.0182273,0.007259549999999998,0.00982265,0.010644200000000001,0.0111865,0.00974745,0.000681985,0.0007895299999999999,0.001829495,0.00339922,0.003976194999999999,0.00043456249999999984,0.000810905,0.001583715,0.00228145,0.002289035,0.000752155,0.001020075,0.001045165,0.00119416,0.001224975,0.001601895,0.001268565,0.00038166699999999987,0.00038648949999999996,0.00065785,0.0017193050000000006,0.00101692,-4.521855e-05,1.089435e-05,0.000310861,-0.001021035,-0.00089022,0.001931615,0.0059849,0.0070053500000000005,-0.0005565500000000001,0.00069065,0.003203815,0.004679145,0.00388468,0.0012803200000000002,0.0023616,0.00259825,0.00222451,0.00156149,0.003714195,0.0031054000000000003,0.000786435,0.0001000145,0.000414369,0.003866445000000001,0.002244075,-0.0004111005,-0.00057938,0.0001173895
8.0,-0.2711707545631146,0.35308859858757896,0.3275657875958257,-0.3810944644261149,-0.3893281512397282,-0.12705492765495455,0.0200207872363356,-0.4112607041592775,0.8165346692447611,0.07826570883127631,-0.7041296741116327,0.14009017678735858,0.02104540663704718,0.40065422113286175,0.764824784503195,-0.8067342005929174,0.02392183730025726,-0.2265805821234625,0.06859678090667719,-0.4864442478935746,-0.6524254545974608,-0.4905781672042182,0.30983084781862513,0.040880230571957166,-0.08477412607278191,-0.8802113498750268,-0.8117254438994105,-0.09493644190351908,-0.96195144463884,-0.6058467130234496,-0.9751580463830696,-0.979099404237122,0.7779825265426703,0.6453329451394194,-0.8183064175265673,0.1853547433726337,0.3711196778084752,0.2361513795277419,-0.8061696520412029,0.5646475990183625,0.6742612681981763,-0.9111702793071396,-0.3939710444177792,-0.2746849486108341,0.5861381190094177,-0.6681180167341784,-0.4155422528547438,-0.5369472177251877,-0.966319290909652,-0.8113621557974376,0.176126395,0.0068103446,0.0051416000000000005,0.00788185,0.01491035,0.027068099999999998,0.03712275,0.00642745,0.010084399999999999,0.01585905,0.02444165,0.0295062,0.0075006,0.01112055,0.0147954,0.02020835,0.0223485,0.007704099999999999,0.01038285,0.0120084,0.01518405,0.0159014,0.005374149999999999,0.006797699999999999,0.00720265,0.008672200000000001,0.008671950000000001,0.004567475,0.0105106,0.021218099999999997,0.03307645,0.0390154,0.0068155,0.01345005,0.020665,0.027809850000000004,0.0300329,0.008761399999999999,0.01414185,0.017689450000000002,0.021834400000000004,0.02254735,0.00914705,0.01246725,0.01350345,0.015969900000000002,0.0161782,0.00612385,0.00781635,0.00793485,0.0091235,0.008976999999999999,0.000522855,0.0004394394999999999,0.00068772,0.0008077900000000001,0.00081301,0.000576715,0.000600305,0.000686805,0.000697465,0.0007572449999999999,0.00081268,0.000765395,0.00054717,0.000525445,0.0006498000000000001,0.0011962,0.0008366449999999999,0.0002894865,0.0003095755,0.000464196,0.0010634350000000002,0.00058977,7.589149999999999e-05,0.000125914,0.0002206945,-0.00069776,0.00060785,0.002930305,0.00275494,0.00107995,-0.00027516650000000004,0.00131298,0.002541775,0.0016149050000000002,0.00057183,0.00068211,0.00157078,0.00146888,0.000621865,0.0003539245,0.00179486,0.00133357,0.00026303650000000003,-7.1713e-06,0.0002639265,0.00178992,0.000705725,-0.0003035445,-0.00014781149999999998,0.0001632415
9.0,0.3381144570461411,-0.8235207291593873,-0.2923001862578542,-0.008321668585973272,0.3006822826178868,-0.9046726499512382,0.5012533862051249,0.7342979795101513,-0.1884298669856248,-0.7666514456022058,0.4197953833040977,-0.5506764025128013,-0.8551786604927896,0.4571886720671186,-0.0936891410145857,0.6281361058686705,-0.6922283710994553,-0.1162223823550576,-0.08762530630323133,0.11490257437549972,0.2350328205192017,0.1087684925535662,0.1747206164908299,0.8667082801001745,0.4830449458280534,0.11681281661098415,-0.7434176134537462,0.8185300515071919,-0.6968377079751478,0.8370766818081783,-0.7795541524644217,0.6695359271751407,0.5088565583592066,-0.8772492503393994,-0.05904338837406916,-0.13390372914229354,0.7505015574613584,0.5130725789899561,-0.22381964316203168,0.6857740550925373,-0.15953916692915915,0.3979639086495395,0.7120552715639911,-0.937254144421467,0.4233873298381202,-0.19094978925476835,0.4673113917949165,0.5216265255722079,-0.7397034373375158,-0.14418417550364285,0.303545809,0.020844646100000003,0.004623145,0.008850499999999999,0.017594199999999997,0.03078015,0.03936905,0.00549495,0.0103782,0.01736285,0.0265527,0.03032275,0.0063646,0.0108312,0.015541450000000004,0.02151055,0.0226595,0.00652745,0.0098955,0.0126869,0.016184200000000003,0.0159082,0.004534379999999999,0.0066926,0.00821125,0.0096563,0.00874295,0.003198265,0.00891755,0.02024195,0.03526455,0.04408765,0.006374199999999999,0.0126274,0.0195577,0.02947695,0.033083600000000005,0.008695650000000001,0.0129524,0.01628935,0.0231696,0.0241813,0.008594000000000001,0.01092675,0.012963949999999998,0.017476349999999998,0.016847599999999997,0.00521295,0.0071128,0.0089978,0.01085405,0.0093689,-0.00015355799999999998,0.0004658355,0.00135352,0.0016853799999999998,0.001772015,-0.000220911,0.00078157,0.00136011,0.001148385,0.001088925,-0.0002926885,0.000950435,0.001154045,0.000638565,0.000602535,-0.0001957095,0.00087118,0.0007700249999999999,0.00029043250000000004,0.0003568175,6.98395e-05,0.000551665,0.000355345,0.000150168,0.00023777599999999998,-0.00176674,0.0020006,0.00578635,0.00463986,0.002036865,-0.00079747,0.003968615,0.00551265,0.002503555,0.00050648,9.672e-05,0.004643675,0.004230085,0.00076744,-0.000328067,0.0007282549999999999,0.00393485,0.002485375,-0.0002340165,-0.0004975445,0.00097364,0.00221156,0.000898825,-0.0003585585,-0.00021335
10.0,0.17079348737259442,-0.4570710917714002,-0.33100845292990244,0.2523793334398092,0.6646705634334693,-0.47675337407319607,0.43095613174664094,-0.4798737924406035,0.4403548768825163,0.0965771747076713,-0.0807255351550125,-0.37169392376892096,-0.3274589735870731,-0.7613348061237074,-0.7487623155591699,0.44244715711631855,0.40107571915992735,0.18821127115033945,-0.5574619711238307,-0.12089114042939415,0.09459937615277192,-0.3710758831541439,0.22680307325957316,-0.9621421617745698,-0.39278362414291823,0.2967551095630148,0.8822772924153681,-0.46840898105326795,0.33772687917182714,0.12002159934436625,0.6040638723845706,0.10757409007915372,0.6162821789997639,-0.0006829838054724091,0.4222796793202099,0.10531104764887124,-0.5688509438108348,-0.6810343842223643,0.4421846297022349,0.4213033705149996,0.5787063991561889,-0.06388865951215754,-0.057445303190074286,0.7037947842279375,-0.4075813213255809,-0.8753211000573519,-0.2680489160238646,-0.1161322827593904,-0.4261244699629396,-0.4896852697516589,0.3080007178,0.0164973379,0.00324131,0.01006415,0.01860695,0.02908675,0.035995599999999996,0.00519995,0.01163775,0.017946049999999998,0.025122099999999998,0.0282382,0.007180199999999999,0.0117552,0.0157793,0.020518099999999997,0.021644999999999998,0.007262599999999998,0.01027585,0.0125749,0.015529,0.01565005,0.004768915,0.006658300000000001,0.007621600000000002,0.008932299999999999,0.0086116,0.003351515,0.01609085,0.0241297,0.03226865,0.03905945,0.00887785,0.01913255,0.0226354,0.026847000000000003,0.02943845,0.012506,0.01901785,0.01996805,0.02146715,0.021565,0.01163545,0.01599915,0.01620715,0.0162782,0.0151781,0.0068898,0.0099307,0.0100604,0.0096786,0.0084755,0.001358325,0.00090984,0.000832005,0.00139665,0.00200082,0.00252233,0.0011935650000000002,0.0004741265,0.000924365,0.00137614,0.00334167,0.00131639,2.19318e-05,0.0004064324999999999,0.0008218899999999999,0.00314379,0.001094895,-0.000329619,2.3100300000000003e-05,0.00040512699999999997,0.001805015,0.000544905,-0.0003418875,-8.751350000000001e-05,0.000138497,0.002009555,0.00138515,0.00111681,0.001378915,0.001903755,0.004679445,0.001525475,-0.0002032335,0.0003783935,0.00121229,0.006380950000000001,0.001444855,-0.00141575,-0.000471716,0.00066994,0.00601215,0.001045805,-0.001996225,-0.0008844950000000002,0.00032128049999999997,0.003464555,0.000405431,-0.001475715,-0.00064063,0.000133287
