,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y,d(y)_d(x_0),d(y)_d(x_1),d(y)_d(x_2),d(y)_d(x_3),d(y)_d(x_4),d(y)_d(x_5),d(y)_d(x_6),d(y)_d(x_7),d(y)_d(x_8),d(y)_d(x_9)
0,0.14822287118413535,0.4456022828816868,-0.29014646306226877,-0.7218218664582086,0.19335002340678642,-0.5324840874561569,-0.9551374196898264,0.5470176152004118,0.030130440990614904,0.6316508013868798,1.2238970821302564,0.8405533504607667,0.7005162612656961,-0.3665744518989289,0.3563757535922206,-0.05677370460865974,-0.0387171292842986,0.15401445576320077,0.05403037788447721,0.5454943007545642,0.2854633187906053
1,0.5236166167808982,0.41891577362922994,0.40281789959238923,-0.026544005434903095,0.881181522695967,0.4394111733413115,-0.7889205992527668,0.9093736694345156,0.20248910109978957,-0.4495063136091344,1.1994353634674386,0.911143481026249,0.7593460004117982,-0.3973595750649132,0.38630438449073157,-0.061541591404678735,-0.04196861499879979,0.16694867407942826,0.05856787860025791,0.5913052107841096,0.30943668459069235
2,0.05880784360838276,-0.262244356293158,0.6413157199819828,0.2949163764409035,0.2181342441590408,0.728718876366711,-0.2734680586935796,-0.4883745217032922,-0.24423055255118187,0.1884591232988666,1.0802470693872759,-0.4724079277505537,-0.3937042606024795,0.20602223177498466,-0.20029035773012593,0.031907966496352524,0.021759807159913862,-0.08655922893036995,-0.030366161574388473,-0.30657879369339214,-0.16043613984138178
3,0.42906314390898337,0.8663289808329948,0.8657222312480304,-0.8520199636822354,0.6702737973231787,-0.01316571947099976,0.9324175733021192,0.1372808683059823,0.9413914939936485,-0.6490129608036808,1.793550305480478,1.49675202630022,1.24739153431597,-0.652749826490905,0.6345892631574505,-0.1010954954459466,-0.06894260986174769,0.27424963402588454,0.09621052314648113,0.9713478621458719,0.508317289556943
4,-0.17896092098808558,0.8055997816462763,0.10827254201994241,-0.2511006070760424,-0.30478137839234076,0.9220277988946244,0.31145212713695614,0.9551908224060297,-0.2766829883186779,-0.5118624524211273,0.9598977001346193,0.3553012215072854,0.2961076571486889,-0.15495072437895455,0.15063974285211706,-0.023998199026739983,-0.016365699238990613,0.06510178590383141,0.022838597038881237,0.23057999980264854,0.12066511400641876
5,-0.19108748935697628,-0.26621312074175174,0.9505554763473305,-0.474020770024842,0.9174564290045768,-0.02121953845630653,-0.8030736771494289,0.17444486116912694,-0.5680516773110347,-0.9761337063147453,3.0370747742877175,-2.322040603185907,-1.9351861496468534,1.0126671447247562,-0.9844930953859032,0.1568381676455456,0.106956621120667,-0.4254671277720692,-0.1492596884950373,-1.506935775658091,-0.7885964841953566
6,-0.4676329914368984,0.246395601948888,0.12208080741204475,0.8335128285922158,0.6617466786011812,-0.978206349849756,0.008747974555166849,0.037307395817643085,-0.034788439338408805,-0.21369309407894654,1.0197269040714205,0.17544384690054954,0.14621471394465715,-0.07651296848838199,0.0743842530852179,-0.01185004751200934,-0.008081202815811414,0.032146547964597844,0.011277448766752027,0.11385787533205854,0.05958311006691939
7,-0.6729280414356993,-0.46383063649783685,-0.9477791804726889,-0.41317409252992654,-0.3715910888031375,0.6398964761597712,0.20864583206053045,0.7206180534979276,0.39931060552654274,0.7126501038349038,0.9958226864751244,-0.07403077099982087,-0.06169716519597886,0.03228562385485503,-0.0313873852142901,0.005000278831071463,0.0034099666966352212,-0.013564646311881834,-0.004758663480440456,-0.048043784060502026,-0.02514185395924201
8,-0.6177101556545253,0.906363175875984,0.26356161812729995,-0.1830874085224481,0.3561129436900874,0.8772850054434806,0.48747795293217666,0.9812685812803954,0.4730940901994436,0.6690365102185218,1.289785727802927,1.0025672127952179,0.8355384404688737,-0.4372304581509104,0.42506599466992995,-0.06771664732329177,-0.046179727167482316,0.18370022980699752,0.06444455349826253,0.6506365127250853,0.34048542393922476
9,-0.2843433873973018,0.8888593216776794,-0.8765918905778043,-0.8430607734895754,-0.25041018522672776,-0.2353847566858649,-0.09217357750849531,0.5344584711221785,0.9698395452078692,0.8439159719323415,2.7363106404865984,2.169870808628333,1.8083680059768448,-0.946304243422968,0.9199765180863163,-0.1465601252561644,-0.09994745554441756,0.3975850806901847,0.13947828497312872,1.408182072954215,0.7369175579852859
10,0.6337005166915601,-0.36848860110012693,0.8940645428193543,-0.6949453132506216,-0.5225373425163427,0.001968422628036759,0.9167968781358791,0.15025545227060633,-0.8269201029494573,-0.46824647168964506,1.1917199377188563,-0.8752934760028737,-0.7294686446537552,0.38172499822953,-0.37110478704758676,0.05912016557334945,0.040317310797142736,-0.16037988340152962,-0.056263456974299755,-0.5680396162664579,-0.2972615366277193
