,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y,d(y)_d(x_0),d(y)_d(x_1),d(y)_d(x_2),d(y)_d(x_3),d(y)_d(x_4),d(y)_d(x_5),d(y)_d(x_6),d(y)_d(x_7),d(y)_d(x_8),d(y)_d(x_9)
0,-0.9237974980474042,-0.7076414840100143,0.38440324354490363,-0.8154601626078797,0.31936207576577025,-0.25382773249803137,-0.9064424714316228,-0.44517299109698594,0.3980284314470792,0.23926236439569437,0.2387868309536777,-0.2506552741174125,0.661555577737887,0.07761657157109673,0.4872960120567083,-0.008309823974017765,0.011051723268508059,-0.40223315413740474,-0.043371884891707325,-0.27695432645426177,0.24846889614972836
1,0.6887896096307613,0.774739910093343,-0.858697818758053,-0.9438018045785903,-0.01342037724418832,-0.5152036714187933,-0.6431183820307791,0.6541835528203861,-0.5142102334290473,-0.9781895026112519,-0.2964380288491841,-0.4264437482260516,0.4687960621197527,0.489985903406131,1.5367943914576359,0.6769425872441626,-0.17927430423468466,-0.47690047015341536,0.5247851882894813,0.09149422229239301,0.5466160304169282
2,-0.6119287566128448,0.4914898585670848,0.5715768993298478,-0.901174093414103,-0.38813012777744427,0.23852258672863114,0.5312433938445866,0.2139848747414319,-0.09590110538555319,-0.2686215007481825,-0.019608279293031265,-0.3571356715109864,0.5281274467570441,0.3364857418302822,1.1409719929440443,0.42430826473872024,-0.10926180015702329,-0.44219685112123336,0.31597017100982605,-0.039492761469749504,0.43221007858219307
3,0.4093459544689573,0.6638948166457961,0.5981977495228059,-0.3962488740312309,0.5408486661690266,0.18206294773159537,-0.9142917683561649,0.6963638957116058,-0.8342493584121964,0.285003898842906,1.7057537709172266,-0.3872856932720704,1.0984531508468451,0.0783449206623495,0.6707012381392193,-0.09311937354864766,0.040085696955521416,-0.6455833187439982,-0.13654750510333274,-0.49328448689157783,0.3695155161330934
4,0.4968154021326825,0.2838254394936779,0.333928498621066,0.5784603370440091,0.9650923767053721,0.4098252782344938,-0.014170204428996636,0.8520450116461515,-0.7724465010854271,-0.7908414017318852,0.5309121742671624,-0.2251267895483269,1.1035528692309358,-0.20791617809289023,-0.11129000995983358,-0.543490169468307,0.1635616090815123,-0.5221532889489684,-0.5032304666072092,-0.6851829540440245,0.12706799526287701
5,0.6243554292081792,0.2528339725667077,0.6747590755429058,-0.7798784100732457,0.74286224778996,-0.2041443110758956,-0.9194553209023004,0.18696841525431251,0.5805638291054833,-0.42716056548730363,0.267065782539356,-0.23740270113761505,0.7149445532722393,0.02534987047293774,0.3662986452964736,-0.10086061006369927,0.0371201479521802,-0.4088770367857862,-0.12162152015864622,-0.3380243136598351,0.21866130233597483
6,-0.743221537155988,-0.42547585599717297,0.9101892349091114,0.48113854458006644,-0.7894736462969207,-0.7447947004381803,-0.434779464538978,0.31109615489643616,-0.7463335929649715,-0.11068515246037225,1.1748221509178376,-0.30812165432605004,1.0714836236133531,-0.04534802048791616,0.3206907679280923,-0.281984478373245,0.09147981679361204,-0.5760215602539256,-0.2887068407783503,-0.5617262346474232,0.25671309176269075
7,0.6362570783690602,-0.5413454408804381,-0.47967431534015614,0.5523157403030117,0.830376443451784,0.657310905584906,-0.06535936826458344,0.33838030889809145,-0.03033652126457609,-0.26315731509881446,-0.22006206388285193,-0.14371201441723278,0.8263235724264433,-0.19914312565737152,-0.20237154786288994,-0.47517777658789406,0.14116590099069415,-0.3718112619943424,-0.43231242865091346,-0.5418033689401354,0.05812606314978952
8,-0.5798060588145717,0.6087090992978526,0.8466203201820943,-0.2705063802952983,0.6051515498570088,0.1802469401833946,-0.061274678504956936,-0.6504281421767069,0.4207032647179667,0.47358333470756997,1.1111136727498168,-0.3282363951252264,1.0241246200024132,0.01562837275732687,0.468048973571634,-0.17694767932249664,0.06207001961251569,-0.5765736681700343,-0.20063287296786275,-0.4978869986966513,0.29560218581984876
9,-0.5543539528765287,0.5254390270516667,0.5691495208062205,-0.44263235801487477,-0.08602769506730579,-0.7537820281316245,-0.4684305051062514,0.9722287776860237,0.8162305620574739,0.36892009021703687,0.6172404874763273,-0.249048718023073,1.0375353546316182,-0.13011460167089758,0.07440724736589913,-0.40837072567983235,0.12566123969904835,-0.5197478165427646,-0.38965007022117054,-0.600954154336877,0.17514670056525314
10,0.6447165086838125,-0.23526205276171086,0.924106903240081,0.9551667712943939,0.4121221389206857,-0.04723851792049061,0.6395437086937743,0.23847316764773474,0.6204316015986009,0.13621564131202102,-1.1105042688384772,-0.06487862227650051,1.0611749704357638,-0.46495995569911663,-0.8329647978740742,-0.9386556489180475,0.2712807152911142,-0.38520078966129956,-0.8223734729857233,-0.8341926143528519,-0.1035772788538375
