,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,y,d(y)_d(x_0),d(y)_d(x_1),d(y)_d(x_2),d(y)_d(x_3),d(y)_d(x_4),d(y)_d(x_5),d(y)_d(x_6),d(y)_d(x_7),d(y)_d(x_8),d(y)_d(x_9),d(y)_d(x_10),d(y)_d(x_11),d(y)_d(x_12),d(y)_d(x_13),d(y)_d(x_14),d(y)_d(x_15),d(y)_d(x_16),d(y)_d(x_17),d(y)_d(x_18),d(y)_d(x_19),d(y)_d(x_20),d(y)_d(x_21),d(y)_d(x_22),d(y)_d(x_23),d(y)_d(x_24)
0,-0.19883896599757866,0.6126356423809403,0.24718253722759131,0.5350650368465544,-0.3798824322295038,0.7588165310563433,-0.943596620722549,0.18257044244093468,0.4022016785617799,0.9258911374970342,-0.5652488459361795,-0.19952457049450745,0.6829264832533137,-0.46380433715310154,0.46934570111940777,-0.42124311613628795,0.3216747807737319,0.6738932495855681,-0.8674749400937298,-0.5247580851190161,-0.14604832719976502,-0.3127044949594051,-0.6060117967884429,0.5086559679519289,0.04514543437081531,1.608462020948406,0.04640713966707534,0.16929048895021803,0.12726417928768377,0.5698452995547116,-0.07824784803703291,0.11940476339791692,-0.32575413922516894,-0.9737163664902192,0.24929168141420865,0.32969801500798407,-0.28306349775633666,0.8656897930364573,-0.5546985152213557,0.017452406949060712,-0.07139236403622626,0.5846056251302526,0.5604169173038444,0.059097315395017634,0.1442320812429539,-0.33860358824885245,-0.7554804675809218,-0.132694518324581,0.059631867372209366,0.4692357814884565,0.4585905240350187
1,-0.686143047071933,-0.6055242205811728,-0.6480642130161696,0.9058664805228276,-0.7485359384954533,0.8074140992814436,0.5610060532773049,0.006908084218862909,-0.7742073200996424,-0.08668800630143614,-0.9131485320431305,-0.05648376875097916,0.9522975409764012,-0.17410438612807755,0.006185115636924143,0.8465279337273164,-0.37748775141581503,-0.26501778424886924,0.29357821756592295,0.07977856645067072,-0.10938429491171409,0.661997372121814,-0.7084391766793994,0.7708406360819273,-0.4772359510773858,0.973454665728364,0.012241610864722249,0.044656669290424646,0.03357066544145086,0.150317913585806,-0.02064078315412463,0.031497451887744166,-0.08592978232606481,-0.25685394395555405,0.06575996231567313,0.08697012639765338,-0.07466853622953816,0.22835791328533134,-0.14632238529013805,0.004603722100863537,-0.018832394013374703,0.15421149899590997,0.14783082674039852,0.015589117179071299,0.03804658131166651,-0.08931930290204675,-0.19928610050891551,-0.035003119538602856,0.015730125164883268,0.1237784074173588,0.120970324431968
2,-0.1275033441523734,0.9857540609543458,0.3967644674418229,0.8300310909681556,-0.7765109570026267,0.24457040512682604,0.8274283782809779,0.8276219988030777,-0.7993426853340992,0.10748793844640736,0.8804836564904215,0.6538954814790836,-0.8762364487386645,0.06304473085116058,0.12492267127332246,0.3478946199043289,-0.0006467560829666041,-0.9606481902997446,0.23175799541840658,-0.13386177118914366,-0.2774515607234511,0.22612468371802263,-0.3932747287756768,-0.37244863616046864,0.1469052669490134,1.3193537817672567,0.030286113779583207,0.1104819440915717,0.08305483685534316,0.371891043121519,-0.05106591885770636,0.07792564411504119,-0.21259286815608683,-0.6354643892324949,0.16269212629303492,0.21516671070591378,-0.18473220632422327,0.56496435155919,-0.36200598584356986,0.01138974706001639,-0.04659190968687509,0.38152389063187064,0.3657379153990242,0.03856794516881752,0.09412838745347916,-0.2209786440933255,-0.4930398116228156,-0.08659877141181542,0.03891680317037662,0.306231505961433,0.29928422412590744
3,-0.08468972081530168,-0.9306565978002734,-0.24343183534988388,0.6614905942741611,0.7181696909683977,-0.08538495238954247,0.743908688388164,0.28177454975630134,-0.7222841334228403,-0.06992531481197894,-0.031302877642364946,0.4296863551844139,0.50379833801744,0.1517171829964088,-0.2722301308754751,-0.5535872158860136,0.5624631485509843,-0.49917478722263664,0.9911057966447181,0.29956511494764326,0.25418616067308,-0.7919827097504342,0.3397321192501921,-0.23304739459907764,0.4281001624705454,1.0083357552085754,-0.007573665163674153,-0.02762828064607658,-0.02076956882431052,-0.09299899810422795,0.012770082471404626,-0.019486908769021972,0.053163215700680264,0.15891093002265846,-0.04068450968246317,-0.05380685792557172,0.04619608464224986,-0.14128094674880665,0.0905270363830316,-0.002848240324239228,0.011651264532408235,-0.09540788958984725,-0.09146028206364726,-0.009644707303334577,-0.023538737725070025,0.05526025131074444,0.12329473740897944,0.021655802491925842,-0.009731946416041677,-0.07657948146133843,-0.07484217086405022
4,-0.39874369717170066,0.7164070685752302,0.8718644242005051,0.8818327113956717,0.5297103145352098,-0.6458144681325424,-0.8789731381907087,0.7284962918373175,-0.1091107268718634,0.287012030866195,-0.32500533782644725,0.39909771111426506,-0.3615077524218038,-0.6084589586455906,0.4623224173405245,-0.9621720953925881,-0.9516970147750956,0.7070281027259013,0.30453397145560834,-0.29326122652470743,0.34498870576636387,-0.6422641534303579,0.9808443230926118,-0.7029300937267002,-0.16610598452314718,0.996793414230905,-0.012685946291705061,-0.046277578534809564,-0.03478918448505246,-0.15577402349277863,0.02138998448860568,-0.03264071921490152,0.08904878740981761,0.26617700675512457,-0.06814686067870743,-0.09012689299272741,0.07737879032063537,-0.2366466517549514,0.15163346895906926,-0.0047708240327908455,0.019515955999416586,-0.1598089349060378,-0.1531966625153464,-0.01615495750144336,-0.039427563286928737,0.09256133787860035,0.20651961540657912,0.03627363256485305,-0.016301083673438185,-0.1282712092323177,-0.12536120087402416
5,0.8347149510907965,-0.06449778967659348,-0.9351890649746262,0.9390056303156575,0.22624192676474797,-0.8105105180125971,0.19440520179521026,0.9872890602977731,-0.37262919741075473,-0.7300165120202293,0.8314524417375648,-0.023692363566236274,0.6471107871527537,0.09908085033990899,0.43703444012371295,-0.25093405049504725,0.6731901181287836,-0.8914184277525059,0.6804681276368973,0.7862773100974136,-0.6661566030148569,0.7226126241057567,-0.5274517492411981,-0.36439282009749974,0.3648753692637565,1.4085722637561817,-0.037503641789079334,-0.1368110575535326,-0.10284775633290513,-0.4605169407769571,0.06323551256552026,-0.09649621817916851,0.2632561850709845,0.7869028359643027,-0.20146352453152558,-0.266443403798112,0.22875600822580378,-0.6996018313435437,0.4482761610613815,-0.01410405431729685,0.05769529573462977,-0.47244540624685155,-0.4528974521999029,-0.047759128512792993,-0.11656026094766701,0.27364038751975467,0.6105368492448323,0.10723625110965904,-0.048191123374231655,-0.37920998341656326,-0.37060708469989223
6,-0.1157148119055782,-0.9035909763829619,-0.9980519240651597,0.7624688774514468,0.15629458529036944,0.9990713831295823,-0.2765862395970995,-0.8512636268502201,0.20131108992116076,0.692089090054449,-0.10631286324039135,0.4781430721568223,0.2579859705394545,-0.7567121654955464,-0.8589027060786931,0.3360382171874876,0.028589910304835486,0.29416019794958914,-0.4334905633880033,-0.9800569733982409,0.861732009407193,-0.4855024119547273,0.6925404981735588,-0.6163911864006761,0.41995617010654507,2.3133323297022215,0.0680550839249856,0.24826090372863127,0.18663021388953369,0.8356660195751836,-0.11474880596633412,0.17510454754128152,-0.4777115211780399,-1.4279343548432089,0.3655809520292709,0.4834951311853514,-0.41510660286556533,1.2695156810084096,-0.81345358229947,0.025593583834988838,-0.10469538439438797,0.8573117232968511,0.8218394974071981,0.08666495689676568,0.21151328144941825,-0.4965549650526259,-1.1078960477580155,-0.19459369066376295,0.08744886600926502,0.6881242998145687,0.6725132560270376
7,-0.5552820392817048,0.529526950224817,-0.2087957662904607,0.013292815429569727,-0.11446422106578513,-0.9506353921378656,-0.9705967267714581,-0.8003993870345683,0.9264426201192031,-0.4799453376383471,0.08394140329632682,0.49206405364865424,0.4758063034468627,-0.5710578746789721,0.22116025124494154,-0.6814650076446784,0.22539621959051925,0.6392386775844243,-0.595804898905629,0.6497061780611646,0.09068837118827777,-0.9252746055727326,0.09547078788247654,-0.2376679478608379,-0.07859813004089555,1.1329426621620526,0.02990287419233714,0.1090839088414915,0.08200386340834091,0.3671851448704704,-0.0504197322321195,0.07693957532114183,-0.2099027242955523,-0.6274232416619799,0.16063342494288813,0.21244399751794388,-0.18239461045378588,0.5578153093784713,-0.3574251728147018,0.01124562153787494,-0.0460023370408976,0.3766960986135748,0.36110987864403293,0.03807990753232846,0.09293728962500414,-0.21818238687231445,-0.48680090044136237,-0.0855029531218421,0.03842435109506263,0.3023564615499735,0.2954970904131432
8,-0.848310570916738,0.36438334566410324,0.8941730323846007,0.46972939815997194,0.7287460970202646,-0.23417713949187302,-0.82706038069287,0.5076011388302262,-0.5106701078743054,-0.559225507233776,0.17301242800231287,-0.32647179275937765,-0.6708464900557491,0.9561880780191332,0.6981948307813362,-0.5420404024792833,-0.23662009628444824,-0.6451912694978834,-0.12281393418970787,-0.1160651382870348,-0.7407586623636404,-0.07579169413988063,0.5133945927745682,0.9379282051064399,-0.7720766920403737,0.9161695167611401,0.009036317133030299,0.03296394814966928,0.024780658579012387,0.11095928084523425,-0.015236284220754103,0.02325028685238133,-0.06343027668917832,-0.1896003491779543,0.0485416405330269,0.06419822128913563,-0.05511762959021148,0.16856560358652656,-0.10800992547095925,0.0033983021806082633,-0.013901396357030518,0.11383338564557806,0.10912340273075705,0.011507325972924979,0.02808461879396973,-0.06593229894686746,-0.1471058363399767,-0.025838044706002927,0.011611412999719692,0.0913687713165241,0.08929594538926133
9,0.9424002060964403,0.6797083692352774,-0.7971993606100354,-0.1540535924042763,0.8798331153620871,-0.9075790024693924,-0.1462749421320415,-0.47814053849019866,0.8328677691740636,-0.20640292416074524,0.31001757422051224,0.8740159328648938,0.03411421891936861,0.40110522313434505,0.023317800320799442,0.28022430153688993,0.6170777133276002,-0.3072615824174243,-0.42289297223338473,0.36535657386143106,-0.053702593105324326,-0.4127165209873227,-0.5793728016104234,-0.11008450857681695,0.9654588996959397,2.672223531703566,0.07518354000899043,0.27426508809721695,0.20617886781708444,0.9231981799645967,-0.12676821402297,0.19344594108997554,-0.5277495992045746,-1.5775038910524573,0.4038738702271509,0.5341390156787413,-0.4585871045128673,1.4024915919631153,-0.8986590923564381,0.028274393671343063,-0.11566174292060818,0.9471111712934233,0.9079233933851288,0.0957427113220152,0.2336683219113164,-0.5485668068949463,-1.2239430477263167,-0.21497648204566847,0.09660873129765685,0.7602021457102787,0.7429559171041151
